COUNTY,STNAME,CTYNAME,CENSUS2010POP,BIRTHS2010
87,New York,Rockland County,311687,1121
89,New York,St. Lawrence County,111944,310
91,New York,Saratoga County,219607,629
93,New York,Schenectady County,154727,451
95,New York,Schoharie County,32749,82
97,New York,Schuyler County,18343,47
99,New York,Seneca County,35251,115
101,New York,Steuben County,98990,314
103,New York,Suffolk County,1493350,4372
105,New York,Sullivan County,77547,209
107,New York,Tioga County,51125,132
109,New York,Tompkins County,101564,247
111,New York,Ulster County,182493,420
113,New York,Warren County,65707,154
115,New York,Washington County,63216,130
117,New York,Wayne County,93772,256
119,New York,Westchester County,949113,2859
121,New York,Wyoming County,42155,91
123,New York,Yates County,25348,75
0,North Carolina,North Carolina,9535483,29914
1,North Carolina,Alamance County,151131,479
3,North Carolina,Alexander County,37198,80
5,North Carolina,Alleghany County,11155,25
7,North Carolina,Anson County,26948,59
9,North Carolina,Ashe County,27281,63
11,North Carolina,Avery County,17797,37
13,North Carolina,Beaufort County,47759,143
15,North Carolina,Bertie County,21282,48
17,North Carolina,Bladen County,35190,89
19,North Carolina,Brunswick County,107431,254
21,North Carolina,Buncombe County,238318,610
23,North Carolina,Burke County,90912,233
25,North Carolina,Cabarrus County,178011,571
27,North Carolina,Caldwell County,83029,174
29,North Carolina,Camden County,9980,20
31,North Carolina,Carteret County,66469,132
33,North Carolina,Caswell County,23719,36
35,North Carolina,Catawba County,154358,439
37,North Carolina,Chatham County,63505,159
39,North Carolina,Cherokee County,27444,56
41,North Carolina,Chowan County,14793,39
43,North Carolina,Clay County,10587,22
45,North Carolina,Cleveland County,98078,253
47,North Carolina,Columbus County,58098,143
49,North Carolina,Craven County,103505,411
51,North Carolina,Cumberland County,319431,1375
53,North Carolina,Currituck County,23547,68
55,North Carolina,Dare County,33920,96
57,North Carolina,Davidson County,162878,414
59,North Carolina,Davie County,41240,75
61,North Carolina,Duplin County,58505,174
63,North Carolina,Durham County,267587,1106
65,North Carolina,Edgecombe County,56552,202
67,North Carolina,Forsyth County,350670,1194
69,North Carolina,Franklin County,60619,174
71,North Carolina,Gaston County,206086,622
73,North Carolina,Gates County,12197,28
75,North Carolina,Graham County,8861,23
77,North Carolina,Granville County,59916,148
79,North Carolina,Greene County,21362,53
81,North Carolina,Guilford County,488406,1457
83,North Carolina,Halifax County,54691,157
85,North Carolina,Harnett County,114678,433
87,North Carolina,Haywood County,59036,131
89,North Carolina,Henderson County,106740,289
91,North Carolina,Hertford County,24669,59
93,North Carolina,Hoke County,46952,222
95,North Carolina,Hyde County,5810,19
97,North Carolina,Iredell County,159437,437
99,North Carolina,Jackson County,40271,103
101,North Carolina,Johnston County,168878,572
103,North Carolina,Jones County,10153,21
105,North Carolina,Lee County,57866,225
107,North Carolina,Lenoir County,59495,181
109,North Carolina,Lincoln County,78265,196
111,North Carolina,McDowell County,44996,126
113,North Carolina,Macon County,33922,88
115,North Carolina,Madison County,20764,38
117,North Carolina,Martin County,24505,64
119,North Carolina,Mecklenburg County,919628,3391
121,North Carolina,Mitchell County,15579,33
123,North Carolina,Montgomery County,27798,81
125,North Carolina,Moore County,88247,257
127,North Carolina,Nash County,95840,263
129,North Carolina,New Hanover County,202667,533
131,North Carolina,Northampton County,22099,47
133,North Carolina,Onslow County,177772,1035
135,North Carolina,Orange County,133801,314
137,North Carolina,Pamlico County,13144,21
139,North Carolina,Pasquotank County,40661,134
141,North Carolina,Pender County,52217,124
143,North Carolina,Perquimans County,13453,36
145,North Carolina,Person County,39464,103
147,North Carolina,Pitt County,168148,544
149,North Carolina,Polk County,20510,38
151,North Carolina,Randolph County,141752,399
153,North Carolina,Richmond County,46639,149
155,North Carolina,Robeson County,134168,500
157,North Carolina,Rockingham County,93643,238
159,North Carolina,Rowan County,138428,383
161,North Carolina,Rutherford County,67810,156
163,North Carolina,Sampson County,63431,209
165,North Carolina,Scotland County,36157,121
167,North Carolina,Stanly County,60585,140
169,North Carolina,Stokes County,47401,107
171,North Carolina,Surry County,73673,196
173,North Carolina,Swain County,13981,51
175,North Carolina,Transylvania County,33090,59
177,North Carolina,Tyrrell County,4407,15
179,North Carolina,Union County,201292,590
181,North Carolina,Vance County,45422,156
183,North Carolina,Wake County,900993,3208
185,North Carolina,Warren County,20972,47
187,North Carolina,Washington County,13228,29
189,North Carolina,Watauga County,51079,76
191,North Carolina,Wayne County,122623,403
193,North Carolina,Wilkes County,69340,172
195,North Carolina,Wilson County,81234,235
197,North Carolina,Yadkin County,38406,132
199,North Carolina,Yancey County,17818,44
0,North Dakota,North Dakota,672591,2338
1,North Dakota,Adams County,2343,8
3,North Dakota,Barnes County,11066,33
5,North Dakota,Benson County,6660,37
7,North Dakota,Billings County,783,1
9,North Dakota,Bottineau County,6429,16
11,North Dakota,Bowman County,3151,11
13,North Dakota,Burke County,1968,1
15,North Dakota,Burleigh County,81308,296
17,North Dakota,Cass County,149778,537
19,North Dakota,Cavalier County,3993,9
21,North Dakota,Dickey County,5289,15
23,North Dakota,Divide County,2071,6
25,North Dakota,Dunn County,3536,11
27,North Dakota,Eddy County,2385,4
29,North Dakota,Emmons County,3550,8
31,North Dakota,Foster County,3343,5
33,North Dakota,Golden Valley County,1680,5
35,North Dakota,Grand Forks County,66861,261
37,North Dakota,Grant County,2394,3
39,North Dakota,Griggs County,2420,10
41,North Dakota,Hettinger County,2477,9
43,North Dakota,Kidder County,2435,0
45,North Dakota,LaMoure County,4139,8
47,North Dakota,Logan County,1990,3
49,North Dakota,McHenry County,5395,14
51,North Dakota,McIntosh County,2809,2
53,North Dakota,McKenzie County,6360,10
55,North Dakota,McLean County,8962,24
57,North Dakota,Mercer County,8424,32
59,North Dakota,Morton County,27471,103
61,North Dakota,Mountrail County,7673,27
63,North Dakota,Nelson County,3126,8
65,North Dakota,Oliver County,1846,6
67,North Dakota,Pembina County,7413,15
69,North Dakota,Pierce County,4357,4
71,North Dakota,Ramsey County,11451,39
73,North Dakota,Ransom County,5457,8
75,North Dakota,Renville County,2470,10
77,North Dakota,Richland County,16321,55
79,North Dakota,Rolette County,13937,81
81,North Dakota,Sargent County,3829,8
83,North Dakota,Sheridan County,1321,4
85,North Dakota,Sioux County,4153,23
87,North Dakota,Slope County,727,5
89,North Dakota,Stark County,24199,74
91,North Dakota,Steele County,1975,5
93,North Dakota,Stutsman County,21100,65
95,North Dakota,Towner County,2246,2
97,North Dakota,Traill County,8121,23
99,North Dakota,Walsh County,11119,26
101,North Dakota,Ward County,61675,260
103,North Dakota,Wells County,4207,10
105,North Dakota,Williams County,22398,98
0,Ohio,Ohio,11536504,34809
1,Ohio,Adams County,28550,91
3,Ohio,Allen County,106331,339
5,Ohio,Ashland County,53139,167
7,Ohio,Ashtabula County,101497,283
9,Ohio,Athens County,64757,140
11,Ohio,Auglaize County,45949,130
13,Ohio,Belmont County,70400,202
15,Ohio,Brown County,44846,136
17,Ohio,Butler County,368130,1158
19,Ohio,Carroll County,28836,80
21,Ohio,Champaign County,40097,95
23,Ohio,Clark County,138333,435
25,Ohio,Clermont County,197363,618
27,Ohio,Clinton County,42040,131
29,Ohio,Columbiana County,107841,287
31,Ohio,Coshocton County,36901,116
33,Ohio,Crawford County,43784,115
35,Ohio,Cuyahoga County,1280122,3804
37,Ohio,Darke County,52959,156
39,Ohio,Defiance County,39037,110
41,Ohio,Delaware County,174214,556
43,Ohio,Erie County,77079,196
45,Ohio,Fairfield County,146156,414
47,Ohio,Fayette County,29030,84
49,Ohio,Franklin County,1163414,4509
51,Ohio,Fulton County,42698,112
53,Ohio,Gallia County,30934,114
55,Ohio,Geauga County,93389,234
57,Ohio,Greene County,161573,427
59,Ohio,Guernsey County,40087,107
61,Ohio,Hamilton County,802374,2658
63,Ohio,Hancock County,74782,217
65,Ohio,Hardin County,32058,107
67,Ohio,Harrison County,15864,45
69,Ohio,Henry County,28215,91
71,Ohio,Highland County,43589,134
73,Ohio,Hocking County,29380,83
75,Ohio,Holmes County,42366,213
77,Ohio,Huron County,59626,169
79,Ohio,Jackson County,33225,127
81,Ohio,Jefferson County,69709,162
83,Ohio,Knox County,60921,190
85,Ohio,Lake County,230041,580
87,Ohio,Lawrence County,62450,162
89,Ohio,Licking County,166492,497
91,Ohio,Logan County,45858,123
93,Ohio,Lorain County,301356,825
95,Ohio,Lucas County,441815,1471
97,Ohio,Madison County,43435,89
99,Ohio,Mahoning County,238823,607
101,Ohio,Marion County,66501,192
103,Ohio,Medina County,172332,447
105,Ohio,Meigs County,23770,62
107,Ohio,Mercer County,40814,145
109,Ohio,Miami County,102506,291
111,Ohio,Monroe County,14642,37
113,Ohio,Montgomery County,535153,1719
115,Ohio,Morgan County,15054,49
117,Ohio,Morrow County,34827,93
119,Ohio,Muskingum County,86074,281
121,Ohio,Noble County,14645,38
123,Ohio,Ottawa County,41428,75
125,Ohio,Paulding County,19614,59
127,Ohio,Perry County,36058,108
129,Ohio,Pickaway County,55698,172
131,Ohio,Pike County,28709,89
133,Ohio,Portage County,161419,407
135,Ohio,Preble County,42270,89
137,Ohio,Putnam County,34499,119
139,Ohio,Richland County,124475,310
141,Ohio,Ross County,78064,183
143,Ohio,Sandusky County,60944,162
145,Ohio,Scioto County,79499,217
147,Ohio,Seneca County,56745,141
149,Ohio,Shelby County,49423,136
151,Ohio,Stark County,375586,1061
153,Ohio,Summit County,541781,1570
155,Ohio,Trumbull County,210312,498
157,Ohio,Tuscarawas County,92582,278
159,Ohio,Union County,52300,164
161,Ohio,Van Wert County,28744,73
163,Ohio,Vinton County,13435,40
165,Ohio,Warren County,212693,649
167,Ohio,Washington County,61778,148
169,Ohio,Wayne County,114520,325
171,Ohio,Williams County,37642,102
173,Ohio,Wood County,125488,318
175,Ohio,Wyandot County,22615,66
0,Oklahoma,Oklahoma,3751351,13148
1,Oklahoma,Adair County,22683,63
3,Oklahoma,Alfalfa County,5642,13
5,Oklahoma,Atoka County,14182,48
7,Oklahoma,Beaver County,5636,7
9,Oklahoma,Beckham County,22119,95
11,Oklahoma,Blaine County,11943,40
13,Oklahoma,Bryan County,42416,129
15,Oklahoma,Caddo County,29600,118
17,Oklahoma,Canadian County,115541,394
19,Oklahoma,Carter County,47557,155
21,Oklahoma,Cherokee County,46987,152
23,Oklahoma,Choctaw County,15205,52
25,Oklahoma,Cimarron County,2475,5
27,Oklahoma,Cleveland County,255755,790
29,Oklahoma,Coal County,5925,13
31,Oklahoma,Comanche County,124098,501
33,Oklahoma,Cotton County,6193,9
35,Oklahoma,Craig County,15029,45
37,Oklahoma,Creek County,69967,225
39,Oklahoma,Custer County,27469,106
41,Oklahoma,Delaware County,41487,86
43,Oklahoma,Dewey County,4810,14
45,Oklahoma,Ellis County,4151,11
47,Oklahoma,Garfield County,60580,251
49,Oklahoma,Garvin County,27576,114
51,Oklahoma,Grady County,52431,150
53,Oklahoma,Grant County,4527,10
55,Oklahoma,Greer County,6239,19
57,Oklahoma,Harmon County,2922,7
59,Oklahoma,Harper County,3685,18
61,Oklahoma,Haskell County,12769,29
63,Oklahoma,Hughes County,14003,36
65,Oklahoma,Jackson County,26446,103
67,Oklahoma,Jefferson County,6472,13
69,Oklahoma,Johnston County,10957,36
71,Oklahoma,Kay County,46562,155
73,Oklahoma,Kingfisher County,15034,54
75,Oklahoma,Kiowa County,9446,24
77,Oklahoma,Latimer County,11154,31
79,Oklahoma,Le Flore County,50384,116
81,Oklahoma,Lincoln County,34273,102
83,Oklahoma,Logan County,41848,127
85,Oklahoma,Love County,9423,27
87,Oklahoma,McClain County,34506,111
89,Oklahoma,McCurtain County,33151,101
91,Oklahoma,McIntosh County,20252,49
93,Oklahoma,Major County,7527,28
95,Oklahoma,Marshall County,15840,30
97,Oklahoma,Mayes County,41259,132
99,Oklahoma,Murray County,13488,38
101,Oklahoma,Muskogee County,70990,243
103,Oklahoma,Noble County,11561,45
105,Oklahoma,Nowata County,10536,26
107,Oklahoma,Okfuskee County,12191,47
109,Oklahoma,Oklahoma County,718633,3090
111,Oklahoma,Okmulgee County,40069,136
113,Oklahoma,Osage County,47472,114
115,Oklahoma,Ottawa County,31848,93
117,Oklahoma,Pawnee County,16577,53
119,Oklahoma,Payne County,77350,215
121,Oklahoma,Pittsburg County,45837,121
123,Oklahoma,Pontotoc County,37492,142
125,Oklahoma,Pottawatomie County,69442,250
127,Oklahoma,Pushmataha County,11572,27
129,Oklahoma,Roger Mills County,3647,18
131,Oklahoma,Rogers County,86905,244
133,Oklahoma,Seminole County,25482,83
135,Oklahoma,Sequoyah County,42391,56
137,Oklahoma,Stephens County,45048,145
139,Oklahoma,Texas County,20640,73
141,Oklahoma,Tillman County,7992,25
143,Oklahoma,Tulsa County,603403,2396
145,Oklahoma,Wagoner County,73085,236
147,Oklahoma,Washington County,50976,160
149,Oklahoma,Washita County,11629,39
151,Oklahoma,Woods County,8878,24
153,Oklahoma,Woodward County,20081,65
0,Oregon,Oregon,3831074,11881
1,Oregon,Baker County,16134,44
3,Oregon,Benton County,85579,196
5,Oregon,Clackamas County,375992,1014
7,Oregon,Clatsop County,37039,118
9,Oregon,Columbia County,49351,126
11,Oregon,Coos County,63043,169
13,Oregon,Crook County,20978,56
15,Oregon,Curry County,22364,51
17,Oregon,Deschutes County,157733,426
19,Oregon,Douglas County,107667,263
21,Oregon,Gilliam County,1871,6
23,Oregon,Grant County,7445,18
25,Oregon,Harney County,7422,28
27,Oregon,Hood River County,22346,66
29,Oregon,Jackson County,203206,574
31,Oregon,Jefferson County,21720,70
33,Oregon,Josephine County,82713,215
35,Oregon,Klamath County,66380,227
37,Oregon,Lake County,7895,16
39,Oregon,Lane County,351715,947
41,Oregon,Lincoln County,46034,112
43,Oregon,Linn County,116672,387
45,Oregon,Malheur County,31313,138
47,Oregon,Marion County,315335,1200
49,Oregon,Morrow County,11173,40
51,Oregon,Multnomah County,735334,2492
53,Oregon,Polk County,75403,219
55,Oregon,Sherman County,1765,3
57,Oregon,Tillamook County,25250,56
59,Oregon,Umatilla County,75889,300
61,Oregon,Union County,25748,73
63,Oregon,Wallowa County,7008,15
65,Oregon,Wasco County,25213,83
67,Oregon,Washington County,529710,1869
69,Oregon,Wheeler County,1441,4
71,Oregon,Yamhill County,99193,260
0,Pennsylvania,Pennsylvania,12702379,36121
1,Pennsylvania,Adams County,101407,268
3,Pennsylvania,Allegheny County,1223348,3357
5,Pennsylvania,Armstrong County,68941,183
7,Pennsylvania,Beaver County,170539,441
9,Pennsylvania,Bedford County,49762,114
11,Pennsylvania,Berks County,411442,1246
13,Pennsylvania,Blair County,127089,339
15,Pennsylvania,Bradford County,62622,196
17,Pennsylvania,Bucks County,625249,1497
19,Pennsylvania,Butler County,183862,502
21,Pennsylvania,Cambria County,143679,367
23,Pennsylvania,Cameron County,5085,20
25,Pennsylvania,Carbon County,65249,156
27,Pennsylvania,Centre County,153990,365
29,Pennsylvania,Chester County,498886,1444
31,Pennsylvania,Clarion County,39988,96
33,Pennsylvania,Clearfield County,81642,215
35,Pennsylvania,Clinton County,39238,132
37,Pennsylvania,Columbia County,67295,185
39,Pennsylvania,Crawford County,88765,258
41,Pennsylvania,Cumberland County,235406,637
43,Pennsylvania,Dauphin County,268100,858
45,Pennsylvania,Delaware County,558979,1693
47,Pennsylvania,Elk County,31946,89
49,Pennsylvania,Erie County,280566,831
51,Pennsylvania,Fayette County,136606,350
53,Pennsylvania,Forest County,7716,7
55,Pennsylvania,Franklin County,149618,495
57,Pennsylvania,Fulton County,14845,34
59,Pennsylvania,Greene County,38686,102
61,Pennsylvania,Huntingdon County,45913,106
63,Pennsylvania,Indiana County,88880,239
65,Pennsylvania,Jefferson County,45200,124
67,Pennsylvania,Juniata County,24636,75
69,Pennsylvania,Lackawanna County,214437,567
71,Pennsylvania,Lancaster County,519445,1741
73,Pennsylvania,Lawrence County,91108,210
75,Pennsylvania,Lebanon County,133568,377
77,Pennsylvania,Lehigh County,349497,1010
79,Pennsylvania,Luzerne County,320918,830
81,Pennsylvania,Lycoming County,116111,348
83,Pennsylvania,McKean County,43450,117
85,Pennsylvania,Mercer County,116638,303
87,Pennsylvania,Mifflin County,46682,144
89,Pennsylvania,Monroe County,169842,334
91,Pennsylvania,Montgomery County,799874,2275
93,Pennsylvania,Montour County,18267,53
95,Pennsylvania,Northampton County,297735,726
97,Pennsylvania,Northumberland County,94528,233
99,Pennsylvania,Perry County,45969,118
101,Pennsylvania,Philadelphia County,1526006,5581
103,Pennsylvania,Pike County,57369,78
105,Pennsylvania,Potter County,17457,51
107,Pennsylvania,Schuylkill County,148289,364
109,Pennsylvania,Snyder County,39702,98
111,Pennsylvania,Somerset County,77742,215
113,Pennsylvania,Sullivan County,6428,15
115,Pennsylvania,Susquehanna County,43356,107
117,Pennsylvania,Tioga County,41981,116
119,Pennsylvania,Union County,44947,92
121,Pennsylvania,Venango County,54984,158
123,Pennsylvania,Warren County,41815,99
125,Pennsylvania,Washington County,207820,496
127,Pennsylvania,Wayne County,52822,113
129,Pennsylvania,Westmoreland County,365169,826
131,Pennsylvania,Wyoming County,28276,79
133,Pennsylvania,York County,434972,1226
0,Rhode Island,Rhode Island,1052567,2873
1,Rhode Island,Bristol County,49875,106
3,Rhode Island,Kent County,166158,407
5,Rhode Island,Newport County,82888,180
7,Rhode Island,Providence County,626667,1941
9,Rhode Island,Washington County,126979,239
0,South Carolina,South Carolina,4625364,14180
1,South Carolina,Abbeville County,25417,64
3,South Carolina,Aiken County,160099,465
5,South Carolina,Allendale County,10419,20
7,South Carolina,Anderson County,187126,532
9,South Carolina,Bamberg County,15987,39
11,South Carolina,Barnwell County,22621,67
13,South Carolina,Beaufort County,162233,514
15,South Carolina,Berkeley County,177843,612
17,South Carolina,Calhoun County,15175,40
19,South Carolina,Charleston County,350209,1110
21,South Carolina,Cherokee County,55342,186
23,South Carolina,Chester County,33140,98
25,South Carolina,Chesterfield County,46734,115
27,South Carolina,Clarendon County,34971,80
29,South Carolina,Colleton County,38892,112
31,South Carolina,Darlington County,68681,184
33,South Carolina,Dillon County,32062,119
35,South Carolina,Dorchester County,136555,433
37,South Carolina,Edgefield County,26985,48
39,South Carolina,Fairfield County,23956,58
41,South Carolina,Florence County,136885,424
43,South Carolina,Georgetown County,60158,135
45,South Carolina,Greenville County,451225,1538
47,South Carolina,Greenwood County,69661,237
49,South Carolina,Hampton County,21090,64
51,South Carolina,Horry County,269291,703
53,South Carolina,Jasper County,24777,72
55,South Carolina,Kershaw County,61697,192
57,South Carolina,Lancaster County,76652,203
59,South Carolina,Laurens County,66537,204
61,South Carolina,Lee County,19220,49
63,South Carolina,Lexington County,262391,886
65,South Carolina,McCormick County,10233,18
67,South Carolina,Marion County,33062,113
69,South Carolina,Marlboro County,28933,77
71,South Carolina,Newberry County,37508,126
73,South Carolina,Oconee County,74273,204
75,South Carolina,Orangeburg County,92501,304
77,South Carolina,Pickens County,119224,288
79,South Carolina,Richland County,384504,1213
81,South Carolina,Saluda County,19875,54
83,South Carolina,Spartanburg County,284307,901
85,South Carolina,Sumter County,107456,365
87,South Carolina,Union County,28961,78
89,South Carolina,Williamsburg County,34423,93
91,South Carolina,York County,226073,743
0,South Dakota,South Dakota,814180,3032
3,South Dakota,Aurora County,2710,3
5,South Dakota,Beadle County,17398,69
7,South Dakota,Bennett County,3431,21
9,South Dakota,Bon Homme County,7070,17
11,South Dakota,Brookings County,31965,92
13,South Dakota,Brown County,36531,125
15,South Dakota,Brule County,5255,32
17,South Dakota,Buffalo County,1912,6
19,South Dakota,Butte County,10110,30
21,South Dakota,Campbell County,1466,3
23,South Dakota,Charles Mix County,9129,35
25,South Dakota,Clark County,3691,15
27,South Dakota,Clay County,13864,28
29,South Dakota,Codington County,27227,93
31,South Dakota,Corson County,4050,23
33,South Dakota,Custer County,8216,26
35,South Dakota,Davison County,19504,61
37,South Dakota,Day County,5710,17
39,South Dakota,Deuel County,4364,12
41,South Dakota,Dewey County,5301,34
43,South Dakota,Douglas County,3002,5
45,South Dakota,Edmunds County,4071,10
47,South Dakota,Fall River County,7094,8
49,South Dakota,Faulk County,2364,5
51,South Dakota,Grant County,7356,22
53,South Dakota,Gregory County,4271,13
55,South Dakota,Haakon County,1937,8
57,South Dakota,Hamlin County,5903,29
59,South Dakota,Hand County,3431,12
61,South Dakota,Hanson County,3331,8
63,South Dakota,Harding County,1255,3
65,South Dakota,Hughes County,17022,50
67,South Dakota,Hutchinson County,7343,24
69,South Dakota,Hyde County,1420,3
71,South Dakota,Jackson County,3031,18
73,South Dakota,Jerauld County,2071,7
75,South Dakota,Jones County,1006,1
77,South Dakota,Kingsbury County,5148,11
79,South Dakota,Lake County,11200,40
81,South Dakota,Lawrence County,24097,75
83,South Dakota,Lincoln County,44828,223
85,South Dakota,Lyman County,3755,9
87,South Dakota,McCook County,5618,19
89,South Dakota,McPherson County,2459,3
91,South Dakota,Marshall County,4656,14
93,South Dakota,Meade County,25434,79
95,South Dakota,Mellette County,2048,5
97,South Dakota,Miner County,2389,3
99,South Dakota,Minnehaha County,169468,740
101,South Dakota,Moody County,6486,16
102,South Dakota,Oglala Lakota County,13586,96
103,South Dakota,Pennington County,100948,393
105,South Dakota,Perkins County,2982,15
107,South Dakota,Potter County,2329,8
109,South Dakota,Roberts County,10149,37
111,South Dakota,Sanborn County,2355,5
115,South Dakota,Spink County,6415,17
117,South Dakota,Stanley County,2966,6
119,South Dakota,Sully County,1373,9
121,South Dakota,Todd County,9612,66
123,South Dakota,Tripp County,5644,13
125,South Dakota,Turner County,8347,26
127,South Dakota,Union County,14399,51
129,South Dakota,Walworth County,5438,15
135,South Dakota,Yankton County,22438,55
137,South Dakota,Ziebach County,2801,15
0,Tennessee,Tennessee,6346105,19659
1,Tennessee,Anderson County,75129,217
3,Tennessee,Bedford County,45058,159
5,Tennessee,Benton County,16489,34
7,Tennessee,Bledsoe County,12876,30
9,Tennessee,Blount County,123010,298
11,Tennessee,Bradley County,98963,296
13,Tennessee,Campbell County,40716,104
15,Tennessee,Cannon County,13801,36
17,Tennessee,Carroll County,28522,67
19,Tennessee,Carter County,57424,129
21,Tennessee,Cheatham County,39105,104
23,Tennessee,Chester County,17131,45
25,Tennessee,Claiborne County,32213,81
27,Tennessee,Clay County,7861,18
29,Tennessee,Cocke County,35662,97
31,Tennessee,Coffee County,52796,159
33,Tennessee,Crockett County,14586,47
35,Tennessee,Cumberland County,56053,139
37,Tennessee,Davidson County,626681,2414
39,Tennessee,Decatur County,11757,27
41,Tennessee,DeKalb County,18723,57
43,Tennessee,Dickson County,49666,159
45,Tennessee,Dyer County,38335,116
47,Tennessee,Fayette County,38413,105
49,Tennessee,Fentress County,17959,49
51,Tennessee,Franklin County,41052,79
53,Tennessee,Gibson County,49683,152
55,Tennessee,Giles County,29485,73
57,Tennessee,Grainger County,22657,71
59,Tennessee,Greene County,68831,169
61,Tennessee,Grundy County,13703,36
63,Tennessee,Hamblen County,62544,172
65,Tennessee,Hamilton County,336463,1076
67,Tennessee,Hancock County,6819,13
69,Tennessee,Hardeman County,27253,58
71,Tennessee,Hardin County,26026,65
73,Tennessee,Hawkins County,56833,130
75,Tennessee,Haywood County,18787,65
77,Tennessee,Henderson County,27769,93
79,Tennessee,Henry County,32330,102
81,Tennessee,Hickman County,24690,57
83,Tennessee,Houston County,8426,23
85,Tennessee,Humphreys County,18538,53
87,Tennessee,Jackson County,11638,23
89,Tennessee,Jefferson County,51407,131
91,Tennessee,Johnson County,18244,43
93,Tennessee,Knox County,432226,1276
95,Tennessee,Lake County,7832,17
97,Tennessee,Lauderdale County,27815,56
99,Tennessee,Lawrence County,41869,141
101,Tennessee,Lewis County,12161,21
103,Tennessee,Lincoln County,33361,95
105,Tennessee,Loudon County,48556,117
107,Tennessee,McMinn County,52266,105
109,Tennessee,McNairy County,26075,73
111,Tennessee,Macon County,22248,74
113,Tennessee,Madison County,98294,297
115,Tennessee,Marion County,28237,69
117,Tennessee,Marshall County,30617,94
119,Tennessee,Maury County,80956,312
121,Tennessee,Meigs County,11753,35
123,Tennessee,Monroe County,44519,130
125,Tennessee,Montgomery County,172331,775
127,Tennessee,Moore County,6362,17
129,Tennessee,Morgan County,21987,55
131,Tennessee,Obion County,31807,78
133,Tennessee,Overton County,22083,65
135,Tennessee,Perry County,7915,31
137,Tennessee,Pickett County,5077,15
139,Tennessee,Polk County,16825,32
141,Tennessee,Putnam County,72321,231
143,Tennessee,Rhea County,31809,93
145,Tennessee,Roane County,54181,137
147,Tennessee,Robertson County,66283,197
149,Tennessee,Rutherford County,262604,933
151,Tennessee,Scott County,22228,70
153,Tennessee,Sequatchie County,14112,40
155,Tennessee,Sevier County,89889,255
157,Tennessee,Shelby County,927644,3283
159,Tennessee,Smith County,19166,59
161,Tennessee,Stewart County,13324,34
163,Tennessee,Sullivan County,156823,397
165,Tennessee,Sumner County,160645,467
167,Tennessee,Tipton County,61081,202
169,Tennessee,Trousdale County,7870,19
171,Tennessee,Unicoi County,18313,31
173,Tennessee,Union County,19109,50
175,Tennessee,Van Buren County,5548,13
177,Tennessee,Warren County,39839,110
179,Tennessee,Washington County,122979,353
181,Tennessee,Wayne County,17021,33
183,Tennessee,Weakley County,35021,103
185,Tennessee,White County,25841,75
187,Tennessee,Williamson County,183182,491
189,Tennessee,Wilson County,113993,332
0,Texas,Texas,25145561,92759
1,Texas,Anderson County,58458,149
3,Texas,Andrews County,14786,58
5,Texas,Angelina County,86771,280
7,Texas,Aransas County,23158,69
9,Texas,Archer County,9054,21
11,Texas,Armstrong County,1901,5
13,Texas,Atascosa County,44911,151
15,Texas,Austin County,28417,66
17,Texas,Bailey County,7165,21
19,Texas,Bandera County,20485,40
21,Texas,Bastrop County,74171,183
23,Texas,Baylor County,3726,8
25,Texas,Bee County,31861,86
27,Texas,Bell County,310235,1552
29,Texas,Bexar County,1714773,6213
31,Texas,Blanco County,10497,20
33,Texas,Borden County,641,1
35,Texas,Bosque County,18212,49
37,Texas,Bowie County,92565,302
39,Texas,Brazoria County,313166,1203
41,Texas,Brazos County,194851,669
43,Texas,Brewster County,9232,25
45,Texas,Briscoe County,1637,7
47,Texas,Brooks County,7223,25
49,Texas,Brown County,38106,109
51,Texas,Burleson County,17187,50
53,Texas,Burnet County,42750,111
55,Texas,Caldwell County,38066,115
57,Texas,Calhoun County,21381,72
59,Texas,Callahan County,13544,31
61,Texas,Cameron County,406220,1817
63,Texas,Camp County,12401,55
65,Texas,Carson County,6182,15
67,Texas,Cass County,30464,89
69,Texas,Castro County,8062,30
71,Texas,Chambers County,35096,120
73,Texas,Cherokee County,50845,203
75,Texas,Childress County,7041,15
77,Texas,Clay County,10752,19
79,Texas,Cochran County,3127,11
81,Texas,Coke County,3320,4
83,Texas,Coleman County,8895,18
85,Texas,Collin County,782341,2621
87,Texas,Collingsworth County,3057,14
89,Texas,Colorado County,20874,67
91,Texas,Comal County,108472,313
93,Texas,Comanche County,13974,29
95,Texas,Concho County,4087,6
97,Texas,Cooke County,38437,138
99,Texas,Coryell County,75388,249
101,Texas,Cottle County,1505,9
103,Texas,Crane County,4375,16
105,Texas,Crockett County,3719,17
107,Texas,Crosby County,6059,20
109,Texas,Culberson County,2398,6
111,Texas,Dallam County,6703,25
113,Texas,Dallas County,2368139,9738
115,Texas,Dawson County,13833,36
117,Texas,Deaf Smith County,19372,83
119,Texas,Delta County,5231,15
121,Texas,Denton County,662614,2189
123,Texas,DeWitt County,20097,57
125,Texas,Dickens County,2444,2
127,Texas,Dimmit County,9996,32
129,Texas,Donley County,3677,12
131,Texas,Duval County,11782,39
133,Texas,Eastland County,18583,48
135,Texas,Ector County,137130,577
137,Texas,Edwards County,2002,9
139,Texas,Ellis County,149610,481
141,Texas,El Paso County,800647,3290
143,Texas,Erath County,37890,117
145,Texas,Falls County,17866,49
147,Texas,Fannin County,33915,88
